          0         1            2         3     4          5          6  7      8                  9        10        11        12        13        14        15    16     17        18          19  20         21  22
2.45493e+06  0.001538  2.45493e+06  0.00131    209  -0.00068   -0.001012  Clear  Database    0.019067  0.000616  0.145087  0.09972   0.003075  0.045367  0.005326  1.81   4.94  0.005932    2.5377    BC00010     1  iiiixiiiixiiiixiiiixiiiix
2.45493e+06  0.001394  2.45493e+06  0.00105    209  -0.00068   -0.001012  Clear  Database    0.014361  0.000516  0.134648  0.106321  0.002789  0.028327  0.00483   1      3.29  0.004496    3.61984   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45493e+06  0.001422  2.45493e+06  0.00137    209   0.002371   0.002039  I      Database    0.009434  0.000452  0.121577  0.104726  0.002845  0.016851  0.004927  0.48   2.25  0.003637    1.02516   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45495e+06  0.001437  2.45495e+06  0.00179    217   0.000758   0.000413  R      Database    0.009563  0.000569  0.119072  0.108303  0.002875  0.010769  0.004979  0.83   0.97  0.00272     0.400908  BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45495e+06  0.001125  2.45495e+06  0.00138    217   0.00283    0.002485  Clear  Database    0.011495  0.000475  0.114904  0.10008   0.002251  0.014824  0.003898  1.23   0.98  0.002453    2.3499    BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45526e+06  0.000934  2.45526e+06  0.00127    357   0.002505   0.001933  R      Database    0.008688  0.000338  0.113998  0.102753  0.001868  0.011245  0.003235  0.57   1.16  0.002127    1.28081   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.4553e+06   0.001034  2.4553e+06   0.00104    374   0.001739   0.001139  R      Database    0.00796   0.000378  0.107493  0.097797  0.002069  0.009697  0.003583  0.4    2.99  0.00409     1.14747   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45532e+06  0.000993  2.45532e+06  0.00085    381  -0.000335  -0.000946  Clear  Database    0.007482  0.000267  0.114754  0.099075  0.001987  0.015679  0.003441  0.82   1.52  0.002313    1.4162    BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45565e+06  0.000695  2.45565e+06  0.0007     529  -0.001634  -0.002485  R      Database    0.009908  0.000267  0.117408  0.104685  0.00139   0.012723  0.002408  0.28   3.28  0.003428    1.55951   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45565e+06  0.000629  2.45565e+06  0.00067    529  -0.001368  -0.002219  R      Database    0.009935  0.000252  0.116568  0.104867  0.001258  0.0117    0.002178  0.93   0.81  0.001545    1.38316   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45565e+06  0.00059   2.45565e+06  0.00076    529   0.00119    0.000339  Clear  Database    0.005591  0.000168  0.10868   0.101007  0.00118   0.007673  0.002044  0.55   1.37  0.001692    2.69769   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45567e+06  0.000876  2.45567e+06  0.00105    537   0.002078   0.001214  R      Database    0.008034  0.000324  0.110984  0.101715  0.001752  0.009269  0.003035  0.34   6.16  0.005042    3.40904   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45597e+06  0.000717  2.45597e+06  0.00083    673  -0.008121  -0.009206  R      Database    0.026616  0.000501  0.115061  0.077947  0.001433  0.037114  0.002482  1.49   1.87  0.003067    0.011086  BC00011     1  iiiixiiiixiiiixiiiixiiiix
2.456e+06    0.001038  2.456e+06    0.00157    685   0.000519  -0.000586  Clear  Database    0.008498  0.000386  0.115556  0.105654  0.002076  0.009902  0.003596  0.23   1.93  0.002958    1.12457   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45635e+06  0.001285  2.45635e+06  0.00116    841  -0.008849  -0.010207  R      Database    0.012315  0.000396  0.118871  0.077652  0.00257   0.041219  0.004452  2.16   0.96  0.001922  516.155     BC00001     1  iiiixiiiixiiiixiiiixiiiix
2.45673e+06  0.001209  2.45673e+06  0.00141   1009  -0.004555  -0.006186  R      Database    0.008644  0.000376  0.129588  0.116329  0.002419  0.013259  0.004189  0.95   2.5   0.003306    0.666532  BC00001     1  iiiixiiiixiiiixiiiixiiiix
2.45674e+06  0.000746  2.45674e+06  0.00082   1014   0.003444   0.001805  Clear  Database    0.00901   0.000234  0.117355  0.100998  0.001492  0.016357  0.002585  0.35   3.53  0.002986    1.37768   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45713e+06  0.00114   2.45713e+06  0.00164   1189   0.006811   0.004888  R      Database    0.00609   0.000337  0.11153   0.103333  0.002281  0.008198  0.003951  0.27   3.74  0.00361     1.98808   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45784e+06  0.00083   2.45784e+06  0.001     1505   0.005137   0.002701  R      Database    0.011404  0.000315  0.12281   0.105761  0.001659  0.017049  0.002874  0.85   3.33  0.003453    1.07076   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45856e+06  0.000602  2.45856e+06  0.00088   1825   0.006286   0.003331  R      Database    0.009429  0.000238  0.11337   0.102275  0.001203  0.011095  0.002085  0.45   1.38  0.001849    6.67818   BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45859e+06  0.000801  2.45859e+06  0.00078   1837  -0.001794  -0.004769  R      Database    0.011682  0.000279  0.115732  0.091102  0.001601  0.02463   0.002774  1.03   2.66  0.002885   10.0352    BC00000     0  iiiixiiiixiiiixiiiixiiiix
2.45899e+06  0.000792  2.45899e+06  0.00117   2018   0.002057  -0.001212  Clear  Database    0.009876  0.000299  0.119516  0.106659  0.001584  0.012857  0.002743  0.38   1.58  0.002246    1.99385   BC00000     0  iiiixiiiixiiiixiiiixiiiix
